NOME,DISTRITO
"Escola Básica de Sarrazola, Aveiro",Aveiro
"Escola Básica de Quintã do Loureiro, Cacia, Aveiro",Aveiro
"Escola Básica de Póvoa do Paço, Aveiro",Aveiro
Escola Básica e Secundária de Meda,Guarda
"Escola Básica de Macinhata do Vouga, Águeda",Aveiro
"Escola Básica da Trofa, Águeda",Aveiro
"Escola Básica de Valongo do Vouga, Águeda",Aveiro
"Escola Básica de Nossa Senhora de Fátima, Aveiro",Aveiro
"Escola Básica de Costa do Valado, Aveiro",Aveiro
"Escola Básica Castro Matoso, Oliveirinha, Aveiro",Aveiro
"Escola Básica de Azurva, Aveiro",Aveiro
"Escola Básica de Eixo, Aveiro",Aveiro
"Escola Básica Visconde de Salreu, Estarreja",Aveiro
"Escola Básica Professor Doutor Egas Moniz, Avanca, Estarreja",Aveiro
"Escola Básica Padre Donaciano Abreu Freire, Estarreja",Aveiro
"Escola Básica de Pinheiro, Veiros, Estarreja",Aveiro
"Escola Básica de Cabeças, Estarreja",Aveiro
"Escola Básica e Secundária João Garcia Bacelar, Tocha, Cantanhede",Coimbra
"Escola Básica de Tocha, Cantanhede",Coimbra
"Escola Básica de Sanguinheira, Cantanhede",Coimbra
"Escola Básica de Gesteira, Cantanhede",Coimbra
"Escola Básica de Vilamar, Cantanhede",Coimbra
"Escola Básica de São Caetano, Cantanhede",Coimbra
"Escola Básica de Febres, Cantanhede",Coimbra
"Escola Básica de Covões, Cantanhede",Coimbra
"Escola Básica de Corticeiro de Cima, Cantanhede",Coimbra
"Escola Básica de Vila Nova do Ceira, Góis",Coimbra
Escola Básica de Góis,Coimbra
"Escola Básica Anselmo dos Santos Ferreira, Góis",Coimbra
"Escola Básica de Seixo, Mira",Coimbra
"Escola Básica de Praia de Mira, Mira",Coimbra
"Escola Básica de Portomar, Mira",Coimbra
Escola Básica de Mira,Coimbra
"Escola Básica de Lentisqueira, Mira",Coimbra
"Escola Básica de Lagoa, Mira",Coimbra
"Escola Básica de Casal de São Tomé, Mira",Coimbra
"Escola Básica de Carapelhos, Mira",Coimbra
"Escola Básica Infante D. Pedro, Penela",Coimbra
"Escola Básica de Espinhal, Penela",Coimbra
"Escola Básica de Cumieira, Penela",Coimbra
Escola Básica de Manteigas,Guarda
Escola Básica e Secundária da Batalha,Leiria
"Escola Básica de São Mamede, Batalha",Leiria
"Escola Básica do Reguengo do Fetal, Batalha",Leiria
"Escola Básica da Rebolaria, Batalha",Leiria
"Escola Básica da Quinta do Sobrado, Batalha",Leiria
"Escola Básica da Golpilheira, Batalha",Leiria
"Escola Básica da Faniqueira, Batalha",Leiria
"Escola Básica de Casais dos Ledos, Batalha",Leiria
"Escola Básica de Brancas, Batalha",Leiria
Escola Básica da Batalha,Leiria
"Escola Básica de Palmeiria, Leiria",Leiria
"Escola Básica de Chainça, Leiria",Leiria
"Escola Básica de Santa Eufémia, Leiria",Leiria
"Escola Básica de Caranguejeira, Leiria",Leiria
"Escola Básica dos Soutos, Caranguejeira, Leiria",Leiria
"Escola Básica de Vale Sumo, Leiria",Leiria
"Escola Básica de Santa Catarina da Serra, Leiria",Leiria
"Escola Básica de Milagres, Leiria",Leiria
"Escola Básica de Mata, Leiria",Leiria
"Escola Básica de Boa Vista, Leiria",Leiria
"Escola Básica de Colmeias, Leiria",Leiria
"Escola Básica de Bouça, Leiria",Leiria
"Escola Básica de Bidoeira de Cima, Leiria",Leiria
"Escola Básica de Agodim, Leiria",Leiria
"Escola Básica de Porto do Carro, Leiria",Leiria
"Escola Básica de Maceira, Leiria",Leiria
"Escola Básica de Costas, Leiria",Leiria
"Escola Básica de Cavalinhos, Leiria",Leiria
"Escola Básica de A-dos-Pretos, Leiria",Leiria
"Escola Básica n.º 1 de Marrazes, Leiria",Leiria
"Escola Básica de Sismaria da Gândara, Leiria",Leiria
"Escola Básica de Regueira de Pontes, Leiria",Leiria
"Escola Básica de Quinta do Alçada, Leiria",Leiria
"Escola Básica de Pinheiros, Leiria",Leiria
"Escola Básica de Marinheiros, Leiria",Leiria
"Escola Básica de Gândara dos Olivais, Leiria",Leiria
"Escola Básica de Coucinheira, Leiria",Leiria
"Escola Básica de Chãs, Leiria",Leiria
"Escola Básica de Casal Novo, Leiria",Leiria
"Escola Básica de Casal dos Claros, Leiria",Leiria
"Escola Básica de Barreiros, Leiria",Leiria
"Escola Básica de Amor, Leiria",Leiria
"Escola Básica de Praia da Vieira, Marinha Grande",Leiria
"Escola Básica António Vitorino, Vieira de Leiria, Marinha Grande",Leiria
"Escola Básica Gualdim Pais, Pombal",Leiria
"Escola Básica de Vermoil, Pombal",Leiria
"Escola Básica de Travasso, Pombal",Leiria
"Escola Básica de São Simão de Litém, Pombal",Leiria
"Escola Básica de Santiago de Litém, Pombal",Leiria
"Escola Básica de Meirinhas, Pombal",Leiria
"Escola Básica de Fonte Nova, Pombal",Leiria
"Escola Básica de Escoural, Pombal",Leiria
"Escola Básica de Casalinho, Pombal",Leiria
"Escola Básica de Carnide, Pombal",Leiria
"Escola Básica de Albergaria dos Doze, Pombal",Leiria
"Escola Básica de Sezures, Penalva do Castelo",Viseu
"Escola Básica de Roriz, Penalva do Castelo",Viseu
"Escola Básica de Ínsua, Penalva do Castelo",Viseu
"Escola Básica de Castelo de Penalva, Penalva do Castelo",Viseu
"Escola Básica Dr. José Girão Pereira, Cambra, Vouzela",Viseu
"Escola Básica de Viladra, Vouzela",Viseu
"Escola Básica de Campia, Vouzela",Viseu
"Escola Básica de Santa Cruz da Trapa, São Pedro do Sul",Viseu
"Escola Básica de Manhouce, São Pedro do Sul",Viseu
"Escola Básica de Carvalhais, São Pedro do Sul",Viseu
"Escola Básica de Orvalho, Oleiros",Castelo Branco
Escola Básica de Oleiros,Castelo Branco
"Escola Básica de Estreito, Oleiros",Castelo Branco
"Escola Básica e Secundária Escalada, Pampilhosa da Serra",Coimbra
"Escola Básica D. Eurico Dias Nogueira, Dornelas do Zêzere, Pampilhosa da Serra",Coimbra
"Escola Básica de Pardilhó, Estarreja",Aveiro
Escola Básica de Vila Nova de Poiares,Coimbra
"Escola Básica de São Miguel de Poiares, Vila Nova de Poiares",Coimbra
"Escola Básica de Arrifana, Vila Nova de Poiares",Coimbra
Escola Básica de Vouzela,Viseu
"Escola Básica de Queirã, Vouzela",Viseu
"Escola Básica de Paços de Vilharigues, Vouzela",Viseu
"Escola Básica de Moçâmedes, Vouzela",Viseu
"Escola Básica de Fataunços, Vouzela",Viseu
Escola Básica de Castanheira de Pera,Leiria
"Escola Básica de Vale da Pedra, Leiria",Leiria
"Escola Básica de Souto da Carpalhosa, Leiria",Leiria
"Escola Básica de Serra Porto de Urso, Leiria",Leiria
"Escola Básica de Outeiro da Fonte, Leiria",Leiria
"Escola Básica de Ortigosa, Leiria",Leiria
"Escola Básica de Monte Redondo, Leiria",Leiria
"Escola Básica de Monte Real, Leiria",Leiria
"Escola Básica de Moita da Roda, Leiria",Leiria
"Escola Básica de Lameira, Leiria",Leiria
"Escola Básica de Coimbrão, Leiria",Leiria
"Escola Básica de Carvide, Leiria",Leiria
"Escola Básica de Carreira, Leiria",Leiria
"Escola Básica de Bajouca, Leiria",Leiria
"Escola Básica Dr. Fernando Peixinho, Oiã, Oliveira do Bairro",Aveiro
"Escola Básica de Vila Verde, Oliveira do Bairro",Aveiro
"Escola Básica de Troviscal, Oliveira do Bairro",Aveiro
"Escola Básica de Palhaça, Oliveira do Bairro",Aveiro
Escola Básica de Oliveira do Bairro,Aveiro
"Escola Básica de Oiã Poente, Oliveira do Bairro",Aveiro
"Escola Básica de Oiã Nascente, Oliveira do Bairro",Aveiro
"Escola Básica de Mamarrosa, Oliveira do Bairro",Aveiro
"Escola Básica de Bustos, Oliveira do Bairro",Aveiro
"Escola Básica Professor Doutor Ferrer Correia, Senhor da Serra, Miranda do Corvo",Coimbra
"Escola Básica de Vila Nova, Miranda do Corvo",Coimbra
"Escola Básica de Semide, Miranda do Corvo",Coimbra
"Escola Básica de Rio de Vide, Miranda do Corvo",Coimbra
"Escola Básica de Pereira, Miranda do Corvo",Coimbra
"Escola Básica de Moinhos, Miranda do Corvo",Coimbra
Escola Básica de Miranda do Corvo,Coimbra
"Escola Básica de Lamas, Miranda do Corvo",Coimbra
"Escola Básica de Arazede, Montemor-o-Velho",Coimbra
"Escola Básica de Viso, Montemor-o-Velho",Coimbra
"Escola Básica de Tentúgal, Montemor-o-Velho",Coimbra
"Escola Básica de Seixo, Montemor-o-Velho",Coimbra
"Escola Básica de Pereira, Montemor-o-Velho",Coimbra
Escola Básica de Montemor-o-Velho,Coimbra
"Escola Básica de Meãs do Campo, Montemor-o-Velho",Coimbra
"Escola Básica de Carapinheira, Montemor-o-Velho",Coimbra
"Escola Básica de Vinha da Rainha, Soure",Coimbra
"Escola Básica de Vila Nova de Anços, Soure",Coimbra
"Escola Básica de Tapeus, Soure",Coimbra
Escola Básica de Soure,Coimbra
"Escola Básica de Sobral, Soure",Coimbra
"Escola Básica de Marco, Coles de Samuel, Soure",Coimbra
"Escola Básica de Granja do Ulmeiro, Soure",Coimbra
"Escola Básica de Gesteira, Soure",Coimbra
"Escola Básica de Figueiró do Campo, Soure",Coimbra
"Escola Básica de Degracias, Soure",Coimbra
"Escola Básica de Alfarelos, Soure",Coimbra
Escola Básica n.º 2 de Tábua,Coimbra
Escola Básica n.º 1 de Tábua,Coimbra
"Escola Básica Margarida Fierro Caeiro da Matta, Midões, Tábua",Coimbra
"Escola Básica de Mouronho, Tábua",Coimbra
"Escola Básica n.º 2 de Mira de Aire, Porto de Mós",Leiria
"Escola Básica n.º 1 de Mira de Aire, Porto de Mós",Leiria
"Escola Básica de Tojal de Cima, Porto de Mós",Leiria
"Escola Básica de Serro Ventoso, Porto de Mós",Leiria
"Escola Básica de São Jorge, Porto de Mós",Leiria
"Escola Básica de São Bento, Porto de Mós",Leiria
Escola Básica de Porto de Mós,Leiria
"Escola Básica de Pedreiras, Porto de Mós",Leiria
"Escola Básica de Mendiga, Porto de Mós",Leiria
"Escola Básica de Vila de Carvalho, Covilhã",Castelo Branco
"Escola Básica de São Domingos, Cantar-Galo, Covilhã",Castelo Branco
"Escola Básica de Penedos Altos, Covilhã",Castelo Branco
"Escola Básica de Canhoso, Covilhã",Castelo Branco
Escola Básica n.º 2 de Figueira de Castelo Rodrigo,Guarda
Escola Básica n.º 1 de Figueira de Castelo Rodrigo,Guarda
"Escola Básica de Escalhão, Figueira de Castelo Rodrigo",Guarda
"Escola Básica de São Vicente da Beira, Castelo Branco",Castelo Branco
"Escola Básica de Póvoa de Rio de Moinhos, Castelo Branco",Castelo Branco
"Escola Básica de Lardosa, Castelo Branco",Castelo Branco
"Escola Básica de Escalos de Cima, Castelo Branco",Castelo Branco
"Escola Básica de Alcains, Castelo Branco",Castelo Branco
Escola Básica e Secundária de Vila Velha de Ródão,Castelo Branco
"Escola Básica de Sobreira Formosa, Proença-a-Nova",Castelo Branco
Escola Básica de Proença-a-Nova,Castelo Branco
"Escola Básica de Monsanto, Idanha-a-Nova",Castelo Branco
"Escola Básica de Zebreira, Idanha-a-Nova",Castelo Branco
"Escola Básica de Penha Garcia, Idanha-a-Nova",Castelo Branco
"Escola Básica de Ladoeiro, Idanha-a-Nova",Castelo Branco
Escola Básica de Idanha-a-Nova,Castelo Branco
"Escola Básica n.º 1 de Avelar, Ansião",Leiria
"Escola Básica de Santiago da Guarda, Ansião",Leiria
"Escola Básica de Lagarteira, Ansião",Leiria
"Escola Básica de Chão de Couce, Ansião",Leiria
Escola Básica de Ansião,Leiria
"Escola Básica de Alvorge, Ansião",Leiria
Escola Básica de Fornos de Algodres,Guarda
"Escola Básica de Figueiró da Granja, Fornos de Algodres",Guarda
"Escola Básica de Dornelas, Aguiar da Beira",Guarda
"Escola Básica de Carapito, Aguiar da Beira",Guarda
Escola Básica de Aguiar da Beira,Guarda
"Escola Básica de Santa Luzia, Celorico da Beira",Guarda
"Escola Básica de S. Pedro, Celorico da Beira",Guarda
"Escola Básica de Lageosa do Mondego, Celorico da Beira",Guarda
"Escola Básica Fernando Caldeira, Águeda",Aveiro
"Escola Básica de Recardães, Águeda",Aveiro
"Escola Básica de Borralha, Águeda",Aveiro
"Escola Básica de Assequins, Águeda",Aveiro
Escola Básica de Águeda,Aveiro
"Escola Básica de Vilarinho do Bairro, Anadia",Aveiro
"Escola Básica de Vila Nova de Monsarros, Anadia",Aveiro
"Escola Básica de Tamengos, Anadia",Aveiro
"Escola Básica de Sangalhos, Anadia",Aveiro
"Escola Básica de Poutena, Anadia",Aveiro
"Escola Básica de Paredes do Bairro, Anadia",Aveiro
"Escola Básica de Moita, Anadia",Aveiro
"Escola Básica de Mogofores, Anadia",Aveiro
"Escola Básica de Chãozinho, Anadia",Aveiro
"Escola Básica de Avelãs de Cima, Anadia",Aveiro
Escola Básica de Anadia,Aveiro
"Escola Básica de Aguim, Anadia",Aveiro
"Escola Básica de Vera-Cruz, Aveiro",Aveiro
"Escola Básica de São Jacinto, Aveiro",Aveiro
"Escola Básica de Santiago, Aveiro",Aveiro
"Escola Básica de Glória, Aveiro",Aveiro
"Escola Básica de Barrocas, Aveiro",Aveiro
"Escola Básica de Quinta do Simão, Aveiro",Aveiro
"Escola Básica de Esgueira, Aveiro",Aveiro
"Escola Básica de Alumieira, Mataduços, Aveiro",Aveiro
"Escola Básica e Secundária Dr. Jaime Magalhães Lima, Esgueira, Aveiro",Aveiro
"Escola Básica n.º 2 de São Bernardo, Aveiro",Aveiro
"Escola Básica n.º 1 de São Bernardo, Aveiro",Aveiro
"Escola Básica de Solposto, Aveiro",Aveiro
"Escola Básica de Areais, Aveiro",Aveiro
"Escola Básica de Gafanha do Carmo, Ílhavo",Aveiro
"Escola Básica de Gafanha da Encarnação-Sul, Ílhavo",Aveiro
"Escola Básica de Gafanha da Encarnação-Norte, Ílhavo",Aveiro
"Escola Básica de Gafanha da Encarnação-Centro, Ílhavo",Aveiro
"Escola Básica de Costa Nova do Prado, Ílhavo",Aveiro
"Escola Básica n.º 2 de Cale da Vila, Gafanha da Nazaré, Ílhavo",Aveiro
"Escola Básica n.º 1 de Cale da Vila, Gafanha da Nazaré, Ílhavo",Aveiro
"Escola Básica de Marinha Velha, Gafanha da Nazaré, Ílhavo",Aveiro
"Escola Básica de Farol da Barra, Gafanha da Nazaré, Ílhavo",Aveiro
"Escola Básica de Chave, Gafanha da Nazaré, Ílhavo",Aveiro
"Escola Básica de Cambeia, Gafanha da Nazaré, Ílhavo",Aveiro
"Escola Básica de Vale de Ílhavo, Ílhavo",Aveiro
"Escola Básica de Senhora do Pranto, Ílhavo",Aveiro
"Escola Básica de Presa, Ílhavo",Aveiro
Escola Básica de Ílhavo,Aveiro
"Escola Básica de Gafanha de Aquém, Ílhavo",Aveiro
"Escola Básica de Corgo Comum, Ílhavo",Aveiro
"Escola Básica de Chousa Velha, Ílhavo",Aveiro
"Escola Básica de Presa, Santa Joana, Aveiro",Aveiro
"Escola Básica n.º 1 de Pampilhosa, Mealhada",Aveiro
Escola Básica n.º 1 de Mealhada,Aveiro
"Escola Básica de Luso, Mealhada",Aveiro
"Escola Básica de Casal Comba, Mealhada",Aveiro
"Escola Básica de Barcouço, Mealhada",Aveiro
"Escola Básica de Antes, Mealhada",Aveiro
"Escola Básica e Secundária Padre António Morais da Fonseca, Murtosa",Aveiro
"Escola Básica de Torreira, Murtosa",Aveiro
"Escola Básica de São Silvestre, Murtosa",Aveiro
"Escola Básica de Monte, Murtosa",Aveiro
"Escola Básica de Habitovar, Ovar",Aveiro
"Escola Básica de Furadouro, Ovar",Aveiro
"Escola Básica de Combatentes, Ovar",Aveiro
"Escola Básica de Cabanões, Ovar",Aveiro
"Escola Básica de São João, Ovar",Aveiro
"Escola Básica de São Donato, Ovar",Aveiro
"Escola Básica de Ponte Nova, Ovar",Aveiro
"Escola Básica de Oliveirinha, Ovar",Aveiro
"Escola Básica de Talhadas, Sever do Vouga",Aveiro
Escola Básica de Sever do Vouga,Aveiro
"Escola Básica de Rocas do Vouga, Sever do Vouga",Aveiro
"Escola Básica de Paradela do Vouga, Sever do Vouga",Aveiro
"Escola Básica de Cedrim, Sever do Vouga",Aveiro
"Escola Básica Dr. João Rocha - Pai, Vagos",Aveiro
"Escola Básica de Vigia, Vagos",Aveiro
"Escola Básica de Soza, Vagos",Aveiro
"Escola Básica de Salgueiro, Vagos",Aveiro
"Escola Básica de Quintã, Vagos",Aveiro
"Escola Básica de Ouca, Vagos",Aveiro
"Escola Básica de Lombomeão, Vagos",Aveiro
"Escola Básica de Fonte de Angeão, Vagos",Aveiro
"Escola Básica de Calvão, Vagos",Aveiro
"Escola Básica da Gafanha da Boa Hora, Vagos",Aveiro
"Escola Básica de São Marcos, Caria, Belmonte",Castelo Branco
Escola Básica Centro Educativo de Belmonte,Castelo Branco
"Escola Básica Afonso de Paiva, Castelo Branco",Castelo Branco
"Jardim de Infância de Salgueiro do Campo, Castelo Branco",Castelo Branco
"Escola Básica de Sarzedas, Castelo Branco",Castelo Branco
"Escola Básica de São Tiago, Castelo Branco",Castelo Branco
"Escola Básica de Mina, Castelo Branco",Castelo Branco
"Escola Básica de Castelo, Castelo Branco",Castelo Branco
"Escola Básica Serra da Gardunha, Fundão",Castelo Branco
"Escola Básica Nossa Senhora da Conceição, Fundão",Castelo Branco
"Escola Básica de Vale de Prazeres, Fundão",Castelo Branco
"Escola Básica de Tílias, Fundão",Castelo Branco
"Escola Básica de Telhado, Fundão",Castelo Branco
"Escola Básica de Souto da Casa, Fundão",Castelo Branco
"Escola Básica de Soalheira, Fundão",Castelo Branco
"Escola Básica de Silvares, Fundão",Castelo Branco
"Escola Básica de Janeiro de Cima, Fundão",Castelo Branco
"Escola Básica de Donas, Fundão",Castelo Branco
"Escola Básica de Castelejo, Fundão",Castelo Branco
"Escola Básica de Atalaias, Atalaia do Campo, Fundão",Castelo Branco
"Escola Básica de Alpedrinha, Fundão",Castelo Branco
"Escola Básica de Aldeia de Joanes, Fundão",Castelo Branco
"Escola Básica de Alcaide, Fundão",Castelo Branco
"Escola Básica João Roiz de Castelo Branco, Castelo Branco",Castelo Branco
"Escola Básica de Valongo, Castelo Branco",Castelo Branco
"Escola Básica de Quinta da Granja, Castelo Branco",Castelo Branco
"Escola Básica de Cebolais de Cima e Retaxo, Castelo Branco",Castelo Branco
"Escola Básica Pêro da Covilhã, Covilhã",Castelo Branco
"Escola Básica de São Silvestre, Covilhã",Castelo Branco
"Escola Básica de Santo António, Covilhã",Castelo Branco
"Escola Básica de Rodrigo, Covilhã",Castelo Branco
"Escola Básica de Refúgio, Covilhã",Castelo Branco
"Escola Básica de Jardim, Ferro, Covilhã",Castelo Branco
"Escola Básica de Boidobra, Covilhã",Castelo Branco
"Escola Básica D. Maria Amália Cabral Lobo Vasconcelos, Peraboa, Covilhã",Castelo Branco
"Escola Básica A Lã e a Neve, Covilhã",Castelo Branco
"Escola Básica n.º 1 de Teixoso, Covilhã",Castelo Branco
"Escola Básica de Verdelhos, Covilhã",Castelo Branco
"Escola Básica de Vale Formoso, Covilhã",Castelo Branco
"Escola Básica de Orjais, Covilhã",Castelo Branco
"Jardim de Infância de Capinha, Fundão",Castelo Branco
"Escola Básica Santa Teresinha, Fundão",Castelo Branco
"Escola Básica João Franco, Fundão",Castelo Branco
"Escola Básica de Valverde, Fundão",Castelo Branco
"Escola Básica de Salgueiro, Fundão",Castelo Branco
"Escola Básica de Peroviseu, Fundão",Castelo Branco
"Escola Básica de Fatela, Fundão",Castelo Branco
"Escola Básica de Alcaria, Fundão",Castelo Branco
Escola Básica de Penamacor,Castelo Branco
"Escola Básica São Nuno de Santa Maria, Cernache do Bonjardim, Sertã",Castelo Branco
"Escola Básica de Várzea dos Cavaleiros, Sertã",Castelo Branco
Escola Básica de Sertã,Castelo Branco
"Escola Básica de Pedrógão Pequeno, Sertã",Castelo Branco
"Escola Básica de Cumeada, Sertã",Castelo Branco
"Escola Básica de Castelo, Sertã",Castelo Branco
"Escola Básica de Cabeçudo, Sertã",Castelo Branco
Escola Básica n.º 1 de Arganil,Coimbra
"Escola Básica de Sarzedo, Arganil",Coimbra
